files_list,image_name,enrolled,identity_name,ethnicity,Age,Identity,UnifiedQualityScore.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar
African_131/African_131_3.png,African_131_3,enrolled,African_131,African, 6,African_131,67.0,100.0,99.0,100.0
African_131/African_131_4.png,African_131_4,enrolled,African_131,African, 4,African_131,49.0,100.0,93.0,100.0
African_131/African_131_5.png,African_131_5,enrolled,African_131,African, 4,African_131,59.0,100.0,98.0,100.0
African_132/African_132_0.png,African_132_0,enrolled,African_132,African, 6,African_132,37.0,96.0,100.0,100.0
African_132/African_132_1.png,African_132_1,enrolled,African_132,African, 4,African_132,21.0,100.0,100.0,100.0
African_132/African_132_3.png,African_132_3,enrolled,African_132,African, 6,African_132,20.0,100.0,100.0,100.0
African_133/African_133_0.png,African_133_0,enrolled,African_133,African, 19,African_133,12.0,99.0,98.0,100.0
African_133/African_133_2.png,African_133_2,enrolled,African_133,African, 30,African_133,11.0,79.0,83.0,97.0
African_134/African_134_0.png,African_134_0,enrolled,African_134,African, 7,African_134,25.0,80.0,98.0,99.0
African_134/African_134_1.png,African_134_1,enrolled,African_134,African, 7,African_134,18.0,88.0,86.0,100.0
African_134/African_134_3.png,African_134_3,enrolled,African_134,African, 6,African_134,25.0,98.0,100.0,100.0
African_134/African_134_4.png,African_134_4,enrolled,African_134,African, 6,African_134,29.0,100.0,89.0,100.0
African_135/African_135_0.png,African_135_0,enrolled,African_135,African, 8,African_135,7.0,81.0,78.0,95.0
African_135/African_135_1.png,African_135_1,enrolled,African_135,African, 16,African_135,14.0,60.0,88.0,96.0
African_136/African_136_0.png,African_136_0,enrolled,African_136,African, 3,African_136,13.0,94.0,94.0,100.0
African_136/African_136_1.png,African_136_1,enrolled,African_136,African, 7,African_136,6.0,100.0,89.0,100.0
African_137/African_137_0.png,African_137_0,enrolled,African_137,African, 5,African_137,28.0,100.0,100.0,100.0
African_137/African_137_1.png,African_137_1,enrolled,African_137,African, 9,African_137,19.0,89.0,99.0,100.0
African_138/African_138_0.png,African_138_0,enrolled,African_138,African, 5,African_138,37.0,99.0,99.0,100.0
African_138/African_138_1.png,African_138_1,enrolled,African_138,African, 8,African_138,36.0,99.0,98.0,100.0
African_139/African_139_0.png,African_139_0,enrolled,African_139,African, 18,African_139,9.0,95.0,100.0,100.0
African_139/African_139_1.png,African_139_1,enrolled,African_139,African, 31,African_139,14.0,96.0,99.0,100.0
African_14/African_14_1.png,African_14_1,enrolled,African_14,African, 22,African_14,39.0,100.0,96.0,100.0
African_14/African_14_2.png,African_14_2,enrolled,African_14,African, 23,African_14,56.0,100.0,98.0,99.0
African_14/African_14_5.png,African_14_5,enrolled,African_14,African, 20,African_14,75.0,89.0,92.0,100.0
African_14/African_14_7.png,African_14_7,enrolled,African_14,African, 30,African_14,36.0,59.0,100.0,99.0
African_141/African_141_0.png,African_141_0,enrolled,African_141,African, 28,African_141,33.0,97.0,99.0,100.0
African_141/African_141_1.png,African_141_1,enrolled,African_141,African, 27,African_141,68.0,96.0,100.0,100.0
African_141/African_141_2.png,African_141_2,enrolled,African_141,African, 24,African_141,41.0,95.0,90.0,100.0
African_141/African_141_3.png,African_141_3,enrolled,African_141,African, 25,African_141,58.0,100.0,97.0,100.0
African_141/African_141_5.png,African_141_5,enrolled,African_141,African, 27,African_141,49.0,88.0,100.0,100.0
African_141/African_141_9.png,African_141_9,enrolled,African_141,African, 25,African_141,59.0,87.0,98.0,100.0
African_142/African_142_10.png,African_142_10,enrolled,African_142,African, 6,African_142,43.0,98.0,99.0,100.0
African_142/African_142_11.png,African_142_11,enrolled,African_142,African, 7,African_142,40.0,85.0,100.0,100.0
African_142/African_142_16.png,African_142_16,enrolled,African_142,African, 4,African_142,17.0,94.0,99.0,100.0
African_142/African_142_7.png,African_142_7,enrolled,African_142,African, 6,African_142,30.0,100.0,100.0,100.0
African_142/African_142_8.png,African_142_8,enrolled,African_142,African, 4,African_142,31.0,100.0,92.0,100.0
African_144/African_144_0.png,African_144_0,enrolled,African_144,African, 19,African_144,62.0,99.0,95.0,100.0
African_144/African_144_10.png,African_144_10,enrolled,African_144,African, 17,African_144,52.0,97.0,97.0,100.0
African_144/African_144_11.png,African_144_11,enrolled,African_144,African, 18,African_144,57.0,98.0,94.0,100.0
African_144/African_144_13.png,African_144_13,enrolled,African_144,African, 22,African_144,19.0,62.0,99.0,100.0
African_144/African_144_4.png,African_144_4,enrolled,African_144,African, 27,African_144,8.0,28.0,92.0,99.0
African_144/African_144_9.png,African_144_9,enrolled,African_144,African, 21,African_144,40.0,78.0,98.0,100.0
African_145/African_145_1.png,African_145_1,enrolled,African_145,African, 8,African_145,49.0,100.0,100.0,100.0
African_145/African_145_10.png,African_145_10,enrolled,African_145,African, 8,African_145,21.0,100.0,100.0,100.0
African_145/African_145_13.png,African_145_13,enrolled,African_145,African, 9,African_145,31.0,68.0,99.0,100.0
African_145/African_145_23.png,African_145_23,enrolled,African_145,African, 8,African_145,43.0,100.0,100.0,100.0
African_145/African_145_25.png,African_145_25,enrolled,African_145,African, 14,African_145,21.0,64.0,98.0,100.0
African_145/African_145_9.png,African_145_9,enrolled,African_145,African, 9,African_145,36.0,79.0,97.0,100.0
African_146/African_146_2.png,African_146_2,enrolled,African_146,African, 8,African_146,45.0,92.0,99.0,100.0
African_146/African_146_3.png,African_146_3,enrolled,African_146,African, 7,African_146,39.0,95.0,100.0,100.0
African_146/African_146_4.png,African_146_4,enrolled,African_146,African, 8,African_146,46.0,99.0,94.0,100.0
African_146/African_146_5.png,African_146_5,enrolled,African_146,African, 9,African_146,74.0,98.0,100.0,100.0
African_146/African_146_8.png,African_146_8,enrolled,African_146,African, 14,African_146,31.0,87.0,82.0,99.0
African_146/African_146_9.png,African_146_9,enrolled,African_146,African, 21,African_146,12.0,65.0,99.0,100.0
African_147/African_147_0.png,African_147_0,enrolled,African_147,African, 6,African_147,39.0,92.0,99.0,100.0
African_147/African_147_4.png,African_147_4,enrolled,African_147,African, 17,African_147,37.0,97.0,100.0,100.0
African_147/African_147_5.png,African_147_5,enrolled,African_147,African, 7,African_147,31.0,91.0,98.0,100.0
African_147/African_147_6.png,African_147_6,enrolled,African_147,African, 6,African_147,35.0,100.0,99.0,100.0
African_147/African_147_7.png,African_147_7,enrolled,African_147,African, 7,African_147,16.0,98.0,98.0,100.0
African_148/African_148_0.png,African_148_0,enrolled,African_148,African, 14,African_148,72.0,100.0,100.0,100.0
African_148/African_148_2.png,African_148_2,enrolled,African_148,African, 22,African_148,16.0,100.0,100.0,100.0
African_148/African_148_7.png,African_148_7,enrolled,African_148,African, 7,African_148,69.0,98.0,100.0,100.0
African_148/African_148_8.png,African_148_8,enrolled,African_148,African, 7,African_148,50.0,99.0,94.0,100.0
African_149/African_149_30.png,African_149_30,enrolled,African_149,African, 5,African_149,6.0,91.0,95.0,100.0
African_149/African_149_32.png,African_149_32,enrolled,African_149,African, 2,African_149,35.0,92.0,98.0,100.0
African_15/African_15_10.png,African_15_10,enrolled,African_15,African, 8,African_15,45.0,98.0,96.0,100.0
African_15/African_15_124.png,African_15_124,enrolled,African_15,African, 8,African_15,31.0,100.0,99.0,100.0
African_15/African_15_125.png,African_15_125,enrolled,African_15,African, 9,African_15,32.0,100.0,100.0,100.0
African_15/African_15_182.png,African_15_182,enrolled,African_15,African, 9,African_15,3.0,100.0,99.0,100.0
African_15/African_15_25.png,African_15_25,enrolled,African_15,African, 8,African_15,39.0,99.0,100.0,100.0
African_15/African_15_44.png,African_15_44,enrolled,African_15,African, 8,African_15,45.0,100.0,99.0,100.0
African_15/African_15_5.png,African_15_5,enrolled,African_15,African, 9,African_15,24.0,99.0,100.0,100.0
African_150/African_150_11.png,African_150_11,enrolled,African_150,African, 2,African_150,31.0,100.0,100.0,100.0
African_150/African_150_14.png,African_150_14,enrolled,African_150,African, 5,African_150,33.0,92.0,100.0,100.0
African_150/African_150_15.png,African_150_15,enrolled,African_150,African, 3,African_150,31.0,99.0,99.0,100.0
African_150/African_150_16.png,African_150_16,enrolled,African_150,African, 2,African_150,45.0,95.0,97.0,100.0
African_150/African_150_23.png,African_150_23,enrolled,African_150,African, 2,African_150,38.0,100.0,100.0,100.0
African_150/African_150_26.png,African_150_26,enrolled,African_150,African, 3,African_150,50.0,90.0,100.0,100.0
African_150/African_150_30.png,African_150_30,enrolled,African_150,African, 4,African_150,42.0,92.0,99.0,100.0
African_151/African_151_2.png,African_151_2,enrolled,African_151,African, 19,African_151,19.0,99.0,95.0,100.0
African_151/African_151_3.png,African_151_3,enrolled,African_151,African, 21,African_151,9.0,99.0,95.0,100.0
African_151/African_151_6.png,African_151_6,enrolled,African_151,African, 10,African_151,35.0,100.0,100.0,100.0
African_151/African_151_7.png,African_151_7,enrolled,African_151,African, 18,African_151,21.0,85.0,99.0,100.0
African_152/African_152_0.png,African_152_0,enrolled,African_152,African, 10,African_152,36.0,82.0,88.0,100.0
African_152/African_152_1.png,African_152_1,enrolled,African_152,African, 6,African_152,46.0,94.0,99.0,100.0
African_152/African_152_2.png,African_152_2,enrolled,African_152,African, 7,African_152,47.0,84.0,98.0,99.0
African_152/African_152_4.png,African_152_4,enrolled,African_152,African, 9,African_152,28.0,99.0,97.0,100.0
African_152/African_152_5.png,African_152_5,enrolled,African_152,African, 6,African_152,8.0,89.0,99.0,100.0
African_153/African_153_2.png,African_153_2,enrolled,African_153,African, 12,African_153,26.0,72.0,100.0,100.0
African_153/African_153_4.png,African_153_4,enrolled,African_153,African, 9,African_153,48.0,99.0,98.0,100.0
African_153/African_153_6.png,African_153_6,enrolled,African_153,African, 15,African_153,15.0,92.0,100.0,100.0
African_153/African_153_8.png,African_153_8,enrolled,African_153,African, 5,African_153,61.0,98.0,98.0,100.0
African_154/African_154_14.png,African_154_14,enrolled,African_154,African, 23,African_154,8.0,58.0,94.0,100.0
African_154/African_154_31.png,African_154_31,enrolled,African_154,African, 22,African_154,39.0,87.0,91.0,100.0
African_154/African_154_43.png,African_154_43,enrolled,African_154,African, 22,African_154,40.0,78.0,95.0,100.0
African_155/African_155_0.png,African_155_0,enrolled,African_155,African, 28,African_155,43.0,100.0,100.0,100.0
African_155/African_155_1.png,African_155_1,enrolled,African_155,African, 20,African_155,59.0,100.0,89.0,100.0
African_155/African_155_2.png,African_155_2,enrolled,African_155,African, 21,African_155,24.0,96.0,89.0,100.0
African_155/African_155_3.png,African_155_3,enrolled,African_155,African, 20,African_155,59.0,99.0,98.0,100.0
African_155/African_155_4.png,African_155_4,enrolled,African_155,African, 17,African_155,34.0,100.0,98.0,100.0
African_155/African_155_6.png,African_155_6,enrolled,African_155,African, 18,African_155,71.0,100.0,85.0,100.0
African_155/African_155_7.png,African_155_7,enrolled,African_155,African, 25,African_155,75.0,91.0,98.0,100.0
African_156/African_156_1.png,African_156_1,enrolled,African_156,African, 18,African_156,16.0,98.0,99.0,100.0
African_156/African_156_12.png,African_156_12,enrolled,African_156,African, 20,African_156,61.0,93.0,99.0,100.0
African_156/African_156_16.png,African_156_16,enrolled,African_156,African, 17,African_156,23.0,60.0,95.0,100.0
African_156/African_156_23.png,African_156_23,enrolled,African_156,African, 21,African_156,18.0,100.0,100.0,95.0
African_156/African_156_6.png,African_156_6,enrolled,African_156,African, 10,African_156,41.0,86.0,99.0,100.0
African_157/African_157_12.png,African_157_12,enrolled,African_157,African, 4,African_157,44.0,94.0,99.0,100.0
African_157/African_157_13.png,African_157_13,enrolled,African_157,African, 4,African_157,25.0,93.0,98.0,100.0
African_157/African_157_14.png,African_157_14,enrolled,African_157,African, 4,African_157,32.0,100.0,94.0,100.0
African_157/African_157_20.png,African_157_20,enrolled,African_157,African, 4,African_157,34.0,99.0,100.0,100.0
African_157/African_157_8.png,African_157_8,enrolled,African_157,African, 3,African_157,28.0,97.0,96.0,100.0
African_158/African_158_12.png,African_158_12,enrolled,African_158,African, 8,African_158,41.0,93.0,99.0,100.0
African_158/African_158_16.png,African_158_16,enrolled,African_158,African, 7,African_158,19.0,100.0,95.0,100.0
African_158/African_158_21.png,African_158_21,enrolled,African_158,African, 6,African_158,22.0,100.0,94.0,100.0
African_158/African_158_24.png,African_158_24,enrolled,African_158,African, 5,African_158,23.0,100.0,100.0,100.0
African_158/African_158_29.png,African_158_29,enrolled,African_158,African, 18,African_158,3.0,99.0,97.0,100.0
African_158/African_158_37.png,African_158_37,enrolled,African_158,African, 7,African_158,17.0,100.0,94.0,100.0
African_159/African_159_1.png,African_159_1,enrolled,African_159,African, 21,African_159,45.0,95.0,94.0,100.0
African_159/African_159_3.png,African_159_3,enrolled,African_159,African, 18,African_159,42.0,100.0,87.0,100.0
African_159/African_159_4.png,African_159_4,enrolled,African_159,African, 26,African_159,7.0,22.0,78.0,94.0
African_159/African_159_5.png,African_159_5,enrolled,African_159,African, 24,African_159,45.0,100.0,86.0,100.0
African_159/African_159_7.png,African_159_7,enrolled,African_159,African, 22,African_159,20.0,78.0,99.0,100.0
African_159/African_159_8.png,African_159_8,enrolled,African_159,African, 20,African_159,69.0,100.0,98.0,100.0
African_159/African_159_9.png,African_159_9,enrolled,African_159,African, 14,African_159,15.0,74.0,90.0,100.0
African_16/African_16_0.png,African_16_0,enrolled,African_16,African, 5,African_16,16.0,100.0,99.0,100.0
African_16/African_16_1.png,African_16_1,enrolled,African_16,African, 5,African_16,23.0,100.0,100.0,100.0
African_160/African_160_0.png,African_160_0,enrolled,African_160,African, 16,African_160,34.0,70.0,98.0,100.0
African_160/African_160_12.png,African_160_12,enrolled,African_160,African, 8,African_160,61.0,100.0,93.0,100.0
African_160/African_160_2.png,African_160_2,enrolled,African_160,African, 10,African_160,42.0,99.0,99.0,100.0
African_160/African_160_3.png,African_160_3,enrolled,African_160,African, 15,African_160,13.0,24.0,93.0,98.0
African_160/African_160_6.png,African_160_6,enrolled,African_160,African, 9,African_160,77.0,99.0,99.0,100.0
African_160/African_160_7.png,African_160_7,enrolled,African_160,African, 8,African_160,61.0,99.0,99.0,100.0
African_161/African_161_0.png,African_161_0,enrolled,African_161,African, 13,African_161,7.0,100.0,94.0,100.0
African_161/African_161_10.png,African_161_10,enrolled,African_161,African, 9,African_161,36.0,99.0,100.0,100.0
African_161/African_161_13.png,African_161_13,enrolled,African_161,African, 16,African_161,5.0,100.0,88.0,100.0
African_161/African_161_3.png,African_161_3,enrolled,African_161,African, 9,African_161,21.0,100.0,100.0,100.0
African_161/African_161_4.png,African_161_4,enrolled,African_161,African, 9,African_161,12.0,98.0,97.0,100.0
African_161/African_161_5.png,African_161_5,enrolled,African_161,African, 9,African_161,26.0,95.0,89.0,100.0
African_162/African_162_115.png,African_162_115,enrolled,African_162,African, 19,African_162,47.0,88.0,87.0,100.0
African_162/African_162_22.png,African_162_22,enrolled,African_162,African, 24,African_162,43.0,59.0,97.0,100.0
African_162/African_162_30.png,African_162_30,enrolled,African_162,African, 23,African_162,65.0,85.0,94.0,100.0
African_162/African_162_68.png,African_162_68,enrolled,African_162,African, 30,African_162,40.0,100.0,97.0,100.0
African_163/African_163_10.png,African_163_10,enrolled,African_163,African, 8,African_163,44.0,95.0,98.0,100.0
African_163/African_163_15.png,African_163_15,enrolled,African_163,African, 12,African_163,25.0,76.0,99.0,100.0
African_163/African_163_19.png,African_163_19,enrolled,African_163,African, 9,African_163,58.0,100.0,99.0,100.0
African_163/African_163_22.png,African_163_22,enrolled,African_163,African, 12,African_163,31.0,94.0,93.0,100.0
African_163/African_163_23.png,African_163_23,enrolled,African_163,African, 7,African_163,11.0,100.0,90.0,100.0
African_163/African_163_25.png,African_163_25,enrolled,African_163,African, 9,African_163,37.0,100.0,97.0,100.0
African_163/African_163_8.png,African_163_8,enrolled,African_163,African, 33,African_163,3.0,73.0,96.0,92.0
African_164/African_164_23.png,African_164_23,enrolled,African_164,African, 3,African_164,21.0,100.0,98.0,100.0
African_164/African_164_234.png,African_164_234,enrolled,African_164,African, 3,African_164,8.0,80.0,99.0,100.0
African_164/African_164_35.png,African_164_35,enrolled,African_164,African, 7,African_164,50.0,98.0,99.0,100.0
African_164/African_164_389.png,African_164_389,enrolled,African_164,African, 18,African_164,59.0,99.0,100.0,100.0
African_164/African_164_454.png,African_164_454,enrolled,African_164,African, 18,African_164,55.0,100.0,100.0,97.0
African_165/African_165_0.png,African_165_0,enrolled,African_165,African, 6,African_165,7.0,86.0,99.0,100.0
African_165/African_165_1.png,African_165_1,enrolled,African_165,African, 5,African_165,35.0,99.0,93.0,100.0
African_166/African_166_0.png,African_166_0,enrolled,African_166,African, 2,African_166,29.0,99.0,98.0,100.0
African_166/African_166_2.png,African_166_2,enrolled,African_166,African, 4,African_166,22.0,100.0,94.0,100.0
African_166/African_166_3.png,African_166_3,enrolled,African_166,African, 2,African_166,15.0,100.0,99.0,100.0
African_166/African_166_4.png,African_166_4,enrolled,African_166,African, 2,African_166,19.0,100.0,99.0,100.0
African_166/African_166_5.png,African_166_5,enrolled,African_166,African, 1,African_166,25.0,100.0,98.0,100.0
African_167/African_167_0.png,African_167_0,enrolled,African_167,African, 2,African_167,34.0,100.0,92.0,100.0
African_167/African_167_4.png,African_167_4,enrolled,African_167,African, 3,African_167,31.0,97.0,100.0,100.0
African_168/African_168_0.png,African_168_0,enrolled,African_168,African, 2,African_168,36.0,99.0,97.0,100.0
African_168/African_168_1.png,African_168_1,enrolled,African_168,African, 4,African_168,14.0,88.0,96.0,99.0
African_168/African_168_2.png,African_168_2,enrolled,African_168,African, 1,African_168,31.0,100.0,97.0,100.0
African_168/African_168_5.png,African_168_5,enrolled,African_168,African, 1,African_168,36.0,100.0,95.0,100.0
African_168/African_168_7.png,African_168_7,enrolled,African_168,African, 2,African_168,26.0,88.0,91.0,100.0
African_169/African_169_1.png,African_169_1,enrolled,African_169,African, 7,African_169,20.0,100.0,100.0,100.0
African_169/African_169_10.png,African_169_10,enrolled,African_169,African, 4,African_169,54.0,100.0,95.0,100.0
African_169/African_169_4.png,African_169_4,enrolled,African_169,African, 7,African_169,55.0,97.0,92.0,100.0
