,files_list,image_name,enrolled,identity_name,ethnicity,Age,Identity,UnifiedQualityScore.scalar
52,African_114/African_114_1.png,African_114_1,enrolled,African_114,African,2.0,African_114,
53,African_114/African_114_2.png,African_114_2,enrolled,African_114,African,6.0,African_114,13.0
54,African_114/African_114_5.png,African_114_5,enrolled,African_114,African,2.0,African_114,31.0
55,African_115/African_115_1.png,African_115_1,enrolled,African_115,African,5.0,African_115,
56,African_115/African_115_3.png,African_115_3,enrolled,African_115,African,7.0,African_115,
57,African_116/African_116_1.png,African_116_1,enrolled,African_116,African,,,
58,African_116/African_116_2.png,African_116_2,enrolled,African_116,African,2.0,African_116,
59,African_116/African_116_3.png,African_116_3,enrolled,African_116,African,3.0,African_116,19.0
60,African_119/African_119_14.png,African_119_14,enrolled,African_119,African,15.0,African_119,15.0
61,African_119/African_119_2.png,African_119_2,enrolled,African_119,African,11.0,African_119,
62,African_119/African_119_3.png,African_119_3,enrolled,African_119,African,10.0,African_119,
63,African_119/African_119_4.png,African_119_4,enrolled,African_119,African,10.0,African_119,67.0
64,African_119/African_119_5.png,African_119_5,enrolled,African_119,African,,,
65,African_119/African_119_9.png,African_119_9,enrolled,African_119,African,9.0,African_119,54.0
66,African_12/African_12_13.png,African_12_13,enrolled,African_12,African,5.0,African_12,38.0
67,African_12/African_12_16.png,African_12_16,enrolled,African_12,African,5.0,African_12,51.0
68,African_12/African_12_4.png,African_12_4,enrolled,African_12,African,5.0,African_12,
69,African_12/African_12_6.png,African_12_6,enrolled,African_12,African,6.0,African_12,
70,African_12/African_12_8.png,African_12_8,enrolled,African_12,African,6.0,African_12,
71,African_12/African_12_9.png,African_12_9,enrolled,African_12,African,7.0,African_12,
72,African_120/African_120_0.png,African_120_0,enrolled,African_120,African,18.0,African_120,10.0
73,African_120/African_120_1.png,African_120_1,enrolled,African_120,African,7.0,African_120,
74,African_120/African_120_2.png,African_120_2,enrolled,African_120,African,18.0,African_120,26.0
75,African_121/African_121_0.png,African_121_0,enrolled,African_121,African,5.0,African_121,
76,African_121/African_121_1.png,African_121_1,enrolled,African_121,African,6.0,African_121,11.0
77,African_121/African_121_2.png,African_121_2,enrolled,African_121,African,13.0,African_121,8.0
78,African_126/African_126_0.png,African_126_0,enrolled,African_126,African,3.0,African_126,
79,African_126/African_126_2.png,African_126_2,enrolled,African_126,African,3.0,African_126,28.0
80,African_126/African_126_3.png,African_126_3,enrolled,African_126,African,4.0,African_126,46.0
81,African_126/African_126_5.png,African_126_5,enrolled,African_126,African,4.0,African_126,10.0
82,African_126/African_126_8.png,African_126_8,enrolled,African_126,African,5.0,African_126,
83,African_127/African_127_1.png,African_127_1,enrolled,African_127,African,9.0,African_127,
84,African_127/African_127_10.png,African_127_10,enrolled,African_127,African,18.0,African_127,
85,African_127/African_127_18.png,African_127_18,enrolled,African_127,African,17.0,African_127,
86,African_127/African_127_6.png,African_127_6,enrolled,African_127,African,15.0,African_127,21.0
87,African_13/African_13_0.png,African_13_0,enrolled,African_13,African,8.0,African_13,28.0
88,African_13/African_13_2.png,African_13_2,enrolled,African_13,African,11.0,African_13,
89,African_13/African_13_3.png,African_13_3,enrolled,African_13,African,10.0,African_13,33.0
90,African_130/African_130_0.png,African_130_0,enrolled,African_130,African,,,
91,African_130/African_130_1.png,African_130_1,enrolled,African_130,African,10.0,African_130,38.0
92,African_130/African_130_2.png,African_130_2,enrolled,African_130,African,8.0,African_130,
93,African_131/African_131_0.png,African_131_0,enrolled,African_131,African,5.0,African_131,
94,African_131/African_131_1.png,African_131_1,enrolled,African_131,African,14.0,African_131,19.0
95,African_131/African_131_2.png,African_131_2,enrolled,African_131,African,11.0,African_131,7.0
96,African_131/African_131_3.png,African_131_3,enrolled,African_131,African,6.0,African_131,67.0
97,African_131/African_131_4.png,African_131_4,enrolled,African_131,African,4.0,African_131,49.0
98,African_131/African_131_5.png,African_131_5,enrolled,African_131,African,4.0,African_131,
99,African_132/African_132_0.png,African_132_0,enrolled,African_132,African,6.0,African_132,37.0
100,African_132/African_132_1.png,African_132_1,enrolled,African_132,African,4.0,African_132,
101,African_132/African_132_3.png,African_132_3,enrolled,African_132,African,6.0,African_132,
102,African_133/African_133_0.png,African_133_0,enrolled,African_133,African,19.0,African_133,
103,African_133/African_133_2.png,African_133_2,enrolled,African_133,African,30.0,African_133,
104,African_134/African_134_0.png,African_134_0,enrolled,African_134,African,7.0,African_134,
105,African_134/African_134_1.png,African_134_1,enrolled,African_134,African,7.0,African_134,
106,African_134/African_134_3.png,African_134_3,enrolled,African_134,African,6.0,African_134,
107,African_134/African_134_4.png,African_134_4,enrolled,African_134,African,6.0,African_134,
108,African_135/African_135_0.png,African_135_0,enrolled,African_135,African,8.0,African_135,
109,African_135/African_135_1.png,African_135_1,enrolled,African_135,African,16.0,African_135,
110,African_136/African_136_0.png,African_136_0,enrolled,African_136,African,3.0,African_136,13.0
111,African_136/African_136_1.png,African_136_1,enrolled,African_136,African,7.0,African_136,
112,African_137/African_137_0.png,African_137_0,enrolled,African_137,African,5.0,African_137,
113,African_137/African_137_1.png,African_137_1,enrolled,African_137,African,9.0,African_137,
114,African_138/African_138_0.png,African_138_0,enrolled,African_138,African,5.0,African_138,
115,African_138/African_138_1.png,African_138_1,enrolled,African_138,African,8.0,African_138,36.0
116,African_139/African_139_0.png,African_139_0,enrolled,African_139,African,18.0,African_139,
117,African_139/African_139_1.png,African_139_1,enrolled,African_139,African,31.0,African_139,
118,African_14/African_14_1.png,African_14_1,enrolled,African_14,African,22.0,African_14,
119,African_14/African_14_2.png,African_14_2,enrolled,African_14,African,23.0,African_14,
120,African_14/African_14_5.png,African_14_5,enrolled,African_14,African,20.0,African_14,
121,African_14/African_14_7.png,African_14_7,enrolled,African_14,African,30.0,African_14,
122,African_141/African_141_0.png,African_141_0,enrolled,African_141,African,28.0,African_141,
123,African_141/African_141_1.png,African_141_1,enrolled,African_141,African,27.0,African_141,
124,African_141/African_141_2.png,African_141_2,enrolled,African_141,African,24.0,African_141,
125,African_141/African_141_3.png,African_141_3,enrolled,African_141,African,25.0,African_141,
126,African_141/African_141_5.png,African_141_5,enrolled,African_141,African,27.0,African_141,
127,African_141/African_141_9.png,African_141_9,enrolled,African_141,African,25.0,African_141,
128,African_142/African_142_10.png,African_142_10,enrolled,African_142,African,6.0,African_142,
129,African_142/African_142_11.png,African_142_11,enrolled,African_142,African,7.0,African_142,40.0
130,African_142/African_142_16.png,African_142_16,enrolled,African_142,African,4.0,African_142,
131,African_142/African_142_7.png,African_142_7,enrolled,African_142,African,6.0,African_142,
132,African_142/African_142_8.png,African_142_8,enrolled,African_142,African,4.0,African_142,
133,African_144/African_144_0.png,African_144_0,enrolled,African_144,African,19.0,African_144,
134,African_144/African_144_10.png,African_144_10,enrolled,African_144,African,17.0,African_144,52.0
135,African_144/African_144_11.png,African_144_11,enrolled,African_144,African,18.0,African_144,57.0
136,African_144/African_144_12.png,African_144_12,enrolled,African_144,African,,,
137,African_144/African_144_13.png,African_144_13,enrolled,African_144,African,22.0,African_144,
138,African_144/African_144_4.png,African_144_4,enrolled,African_144,African,27.0,African_144,
139,African_144/African_144_8.png,African_144_8,enrolled,African_144,African,,,
140,African_144/African_144_9.png,African_144_9,enrolled,African_144,African,21.0,African_144,
141,African_145/African_145_1.png,African_145_1,enrolled,African_145,African,8.0,African_145,
142,African_145/African_145_10.png,African_145_10,enrolled,African_145,African,8.0,African_145,21.0
143,African_145/African_145_13.png,African_145_13,enrolled,African_145,African,9.0,African_145,
144,African_145/African_145_23.png,African_145_23,enrolled,African_145,African,8.0,African_145,43.0
145,African_145/African_145_25.png,African_145_25,enrolled,African_145,African,14.0,African_145,21.0
146,African_145/African_145_9.png,African_145_9,enrolled,African_145,African,9.0,African_145,
147,African_146/African_146_2.png,African_146_2,enrolled,African_146,African,8.0,African_146,
148,African_146/African_146_3.png,African_146_3,enrolled,African_146,African,7.0,African_146,
149,African_146/African_146_4.png,African_146_4,enrolled,African_146,African,8.0,African_146,46.0
150,African_146/African_146_5.png,African_146_5,enrolled,African_146,African,9.0,African_146,
151,African_146/African_146_8.png,African_146_8,enrolled,African_146,African,14.0,African_146,31.0
152,African_146/African_146_9.png,African_146_9,enrolled,African_146,African,21.0,African_146,
153,African_147/African_147_0.png,African_147_0,enrolled,African_147,African,6.0,African_147,
154,African_147/African_147_4.png,African_147_4,enrolled,African_147,African,17.0,African_147,
155,African_147/African_147_5.png,African_147_5,enrolled,African_147,African,7.0,African_147,
156,African_147/African_147_6.png,African_147_6,enrolled,African_147,African,6.0,African_147,35.0
157,African_147/African_147_7.png,African_147_7,enrolled,African_147,African,7.0,African_147,
158,African_148/African_148_0.png,African_148_0,enrolled,African_148,African,14.0,African_148,72.0
159,African_148/African_148_2.png,African_148_2,enrolled,African_148,African,22.0,African_148,
160,African_148/African_148_7.png,African_148_7,enrolled,African_148,African,7.0,African_148,
161,African_148/African_148_8.png,African_148_8,enrolled,African_148,African,7.0,African_148,50.0
162,African_149/African_149_27.png,African_149_27,enrolled,African_149,African,,,
163,African_149/African_149_30.png,African_149_30,enrolled,African_149,African,5.0,African_149,
164,African_149/African_149_32.png,African_149_32,enrolled,African_149,African,2.0,African_149,
165,African_149/African_149_36.png,African_149_36,enrolled,African_149,African,,,
166,African_15/African_15_10.png,African_15_10,enrolled,African_15,African,8.0,African_15,45.0
167,African_15/African_15_124.png,African_15_124,enrolled,African_15,African,8.0,African_15,
168,African_15/African_15_125.png,African_15_125,enrolled,African_15,African,9.0,African_15,
169,African_15/African_15_182.png,African_15_182,enrolled,African_15,African,9.0,African_15,
170,African_15/African_15_189.png,African_15_189,enrolled,African_15,African,,,
171,African_15/African_15_25.png,African_15_25,enrolled,African_15,African,8.0,African_15,
172,African_15/African_15_44.png,African_15_44,enrolled,African_15,African,8.0,African_15,
173,African_15/African_15_5.png,African_15_5,enrolled,African_15,African,9.0,African_15,
174,African_150/African_150_11.png,African_150_11,enrolled,African_150,African,2.0,African_150,31.0
175,African_150/African_150_14.png,African_150_14,enrolled,African_150,African,5.0,African_150,33.0
176,African_150/African_150_15.png,African_150_15,enrolled,African_150,African,3.0,African_150,
177,African_150/African_150_16.png,African_150_16,enrolled,African_150,African,2.0,African_150,
178,African_150/African_150_23.png,African_150_23,enrolled,African_150,African,2.0,African_150,
179,African_150/African_150_26.png,African_150_26,enrolled,African_150,African,3.0,African_150,
180,African_150/African_150_30.png,African_150_30,enrolled,African_150,African,4.0,African_150,
181,African_151/African_151_2.png,African_151_2,enrolled,African_151,African,19.0,African_151,
182,African_151/African_151_3.png,African_151_3,enrolled,African_151,African,21.0,African_151,
183,African_151/African_151_4.png,African_151_4,enrolled,African_151,African,,,
184,African_151/African_151_6.png,African_151_6,enrolled,African_151,African,10.0,African_151,
185,African_151/African_151_7.png,African_151_7,enrolled,African_151,African,18.0,African_151,21.0
186,African_152/African_152_0.png,African_152_0,enrolled,African_152,African,10.0,African_152,36.0
187,African_152/African_152_1.png,African_152_1,enrolled,African_152,African,6.0,African_152,
188,African_152/African_152_2.png,African_152_2,enrolled,African_152,African,7.0,African_152,47.0
189,African_152/African_152_4.png,African_152_4,enrolled,African_152,African,9.0,African_152,
190,African_152/African_152_5.png,African_152_5,enrolled,African_152,African,6.0,African_152,
191,African_153/African_153_2.png,African_153_2,enrolled,African_153,African,12.0,African_153,26.0
192,African_153/African_153_4.png,African_153_4,enrolled,African_153,African,9.0,African_153,
193,African_153/African_153_6.png,African_153_6,enrolled,African_153,African,15.0,African_153,15.0
194,African_153/African_153_8.png,African_153_8,enrolled,African_153,African,5.0,African_153,61.0
195,African_154/African_154_11.png,African_154_11,enrolled,African_154,African,,,
196,African_154/African_154_14.png,African_154_14,enrolled,African_154,African,23.0,African_154,
197,African_154/African_154_31.png,African_154_31,enrolled,African_154,African,22.0,African_154,
198,African_154/African_154_32.png,African_154_32,enrolled,African_154,African,,,
199,African_154/African_154_43.png,African_154_43,enrolled,African_154,African,22.0,African_154,
200,African_155/African_155_0.png,African_155_0,enrolled,African_155,African,28.0,African_155,
201,African_155/African_155_1.png,African_155_1,enrolled,African_155,African,20.0,African_155,
202,African_155/African_155_2.png,African_155_2,enrolled,African_155,African,21.0,African_155,
203,African_155/African_155_3.png,African_155_3,enrolled,African_155,African,20.0,African_155,
204,African_155/African_155_4.png,African_155_4,enrolled,African_155,African,17.0,African_155,34.0
205,African_155/African_155_6.png,African_155_6,enrolled,African_155,African,18.0,African_155,
206,African_155/African_155_7.png,African_155_7,enrolled,African_155,African,25.0,African_155,
207,African_156/African_156_1.png,African_156_1,enrolled,African_156,African,18.0,African_156,16.0
208,African_156/African_156_12.png,African_156_12,enrolled,African_156,African,20.0,African_156,
209,African_156/African_156_16.png,African_156_16,enrolled,African_156,African,17.0,African_156,
210,African_156/African_156_23.png,African_156_23,enrolled,African_156,African,21.0,African_156,
211,African_156/African_156_6.png,African_156_6,enrolled,African_156,African,10.0,African_156,41.0
212,African_157/African_157_12.png,African_157_12,enrolled,African_157,African,4.0,African_157,44.0
213,African_157/African_157_13.png,African_157_13,enrolled,African_157,African,4.0,African_157,
214,African_157/African_157_14.png,African_157_14,enrolled,African_157,African,4.0,African_157,32.0
215,African_157/African_157_16.png,African_157_16,enrolled,African_157,African,,,
216,African_157/African_157_20.png,African_157_20,enrolled,African_157,African,4.0,African_157,34.0
217,African_157/African_157_8.png,African_157_8,enrolled,African_157,African,3.0,African_157,
218,African_158/African_158_12.png,African_158_12,enrolled,African_158,African,8.0,African_158,41.0
219,African_158/African_158_16.png,African_158_16,enrolled,African_158,African,7.0,African_158,
220,African_158/African_158_21.png,African_158_21,enrolled,African_158,African,6.0,African_158,
221,African_158/African_158_24.png,African_158_24,enrolled,African_158,African,5.0,African_158,
222,African_158/African_158_29.png,African_158_29,enrolled,African_158,African,18.0,African_158,3.0
223,African_158/African_158_37.png,African_158_37,enrolled,African_158,African,7.0,African_158,
224,African_159/African_159_1.png,African_159_1,enrolled,African_159,African,21.0,African_159,
225,African_159/African_159_3.png,African_159_3,enrolled,African_159,African,18.0,African_159,42.0
226,African_159/African_159_4.png,African_159_4,enrolled,African_159,African,26.0,African_159,
227,African_159/African_159_5.png,African_159_5,enrolled,African_159,African,24.0,African_159,
228,African_159/African_159_7.png,African_159_7,enrolled,African_159,African,22.0,African_159,
229,African_159/African_159_8.png,African_159_8,enrolled,African_159,African,20.0,African_159,
230,African_159/African_159_9.png,African_159_9,enrolled,African_159,African,14.0,African_159,15.0
231,African_16/African_16_0.png,African_16_0,enrolled,African_16,African,5.0,African_16,
232,African_16/African_16_1.png,African_16_1,enrolled,African_16,African,5.0,African_16,
233,African_160/African_160_0.png,African_160_0,enrolled,African_160,African,16.0,African_160,34.0
234,African_160/African_160_12.png,African_160_12,enrolled,African_160,African,8.0,African_160,
235,African_160/African_160_2.png,African_160_2,enrolled,African_160,African,10.0,African_160,42.0
236,African_160/African_160_3.png,African_160_3,enrolled,African_160,African,15.0,African_160,13.0
237,African_160/African_160_6.png,African_160_6,enrolled,African_160,African,9.0,African_160,77.0
238,African_160/African_160_7.png,African_160_7,enrolled,African_160,African,8.0,African_160,61.0
239,African_161/African_161_0.png,African_161_0,enrolled,African_161,African,13.0,African_161,7.0
240,African_161/African_161_10.png,African_161_10,enrolled,African_161,African,9.0,African_161,
241,African_161/African_161_13.png,African_161_13,enrolled,African_161,African,16.0,African_161,5.0
242,African_161/African_161_2.png,African_161_2,enrolled,African_161,African,,,
243,African_161/African_161_3.png,African_161_3,enrolled,African_161,African,9.0,African_161,
244,African_161/African_161_4.png,African_161_4,enrolled,African_161,African,9.0,African_161,
245,African_161/African_161_5.png,African_161_5,enrolled,African_161,African,9.0,African_161,
246,African_162/African_162_115.png,African_162_115,enrolled,African_162,African,19.0,African_162,
247,African_162/African_162_22.png,African_162_22,enrolled,African_162,African,24.0,African_162,
248,African_162/African_162_30.png,African_162_30,enrolled,African_162,African,23.0,African_162,
249,African_162/African_162_68.png,African_162_68,enrolled,African_162,African,30.0,African_162,
250,African_163/African_163_10.png,African_163_10,enrolled,African_163,African,8.0,African_163,
251,African_163/African_163_15.png,African_163_15,enrolled,African_163,African,12.0,African_163,25.0
252,African_163/African_163_19.png,African_163_19,enrolled,African_163,African,9.0,African_163,58.0
253,African_163/African_163_22.png,African_163_22,enrolled,African_163,African,12.0,African_163,31.0
254,African_163/African_163_23.png,African_163_23,enrolled,African_163,African,7.0,African_163,
255,African_163/African_163_25.png,African_163_25,enrolled,African_163,African,9.0,African_163,
256,African_163/African_163_8.png,African_163_8,enrolled,African_163,African,33.0,African_163,
257,African_164/African_164_23.png,African_164_23,enrolled,African_164,African,3.0,African_164,21.0
258,African_164/African_164_234.png,African_164_234,enrolled,African_164,African,3.0,African_164,8.0
259,African_164/African_164_35.png,African_164_35,enrolled,African_164,African,7.0,African_164,
260,African_164/African_164_389.png,African_164_389,enrolled,African_164,African,18.0,African_164,
261,African_164/African_164_454.png,African_164_454,enrolled,African_164,African,18.0,African_164,55.0
262,African_165/African_165_0.png,African_165_0,enrolled,African_165,African,6.0,African_165,
263,African_165/African_165_1.png,African_165_1,enrolled,African_165,African,5.0,African_165,
264,African_166/African_166_0.png,African_166_0,enrolled,African_166,African,2.0,African_166,
265,African_166/African_166_2.png,African_166_2,enrolled,African_166,African,4.0,African_166,
266,African_166/African_166_3.png,African_166_3,enrolled,African_166,African,2.0,African_166,
267,African_166/African_166_4.png,African_166_4,enrolled,African_166,African,2.0,African_166,
268,African_166/African_166_5.png,African_166_5,enrolled,African_166,African,1.0,African_166,25.0
269,African_167/African_167_0.png,African_167_0,enrolled,African_167,African,2.0,African_167,34.0
270,African_167/African_167_4.png,African_167_4,enrolled,African_167,African,3.0,African_167,31.0
271,African_168/African_168_0.png,African_168_0,enrolled,African_168,African,2.0,African_168,
272,African_168/African_168_1.png,African_168_1,enrolled,African_168,African,4.0,African_168,
273,African_168/African_168_2.png,African_168_2,enrolled,African_168,African,1.0,African_168,
274,African_168/African_168_5.png,African_168_5,enrolled,African_168,African,1.0,African_168,
275,African_168/African_168_7.png,African_168_7,enrolled,African_168,African,2.0,African_168,26.0
276,African_169/African_169_1.png,African_169_1,enrolled,African_169,African,7.0,African_169,20.0
277,African_169/African_169_10.png,African_169_10,enrolled,African_169,African,4.0,African_169,
278,African_169/African_169_4.png,African_169_4,enrolled,African_169,African,7.0,African_169,55.0
279,African_169/African_169_6.png,African_169_6,enrolled,African_169,African,7.0,African_169,
280,African_169/African_169_7.png,African_169_7,enrolled,African_169,African,10.0,African_169,
281,African_17/African_17_0.png,African_17_0,enrolled,African_17,African,5.0,African_17,
282,African_17/African_17_2.png,African_17_2,enrolled,African_17,African,7.0,African_17,
283,African_17/African_17_5.png,African_17_5,enrolled,African_17,African,,,
284,African_170/African_170_14.png,African_170_14,enrolled,African_170,African,17.0,African_170,
285,African_170/African_170_15.png,African_170_15,enrolled,African_170,African,,,
286,African_170/African_170_16.png,African_170_16,enrolled,African_170,African,17.0,African_170,56.0
287,African_170/African_170_21.png,African_170_21,enrolled,African_170,African,16.0,African_170,35.0
288,African_170/African_170_24.png,African_170_24,enrolled,African_170,African,,,
289,African_170/African_170_26.png,African_170_26,enrolled,African_170,African,22.0,African_170,
290,African_170/African_170_28.png,African_170_28,enrolled,African_170,African,22.0,African_170,
291,African_171/African_171_13.png,African_171_13,enrolled,African_171,African,22.0,African_171,
292,African_171/African_171_22.png,African_171_22,enrolled,African_171,African,17.0,African_171,27.0
293,African_171/African_171_48.png,African_171_48,enrolled,African_171,African,,,
294,African_172/African_172_14.png,African_172_14,enrolled,African_172,African,16.0,African_172,
295,African_172/African_172_15.png,African_172_15,enrolled,African_172,African,20.0,African_172,
296,African_172/African_172_34.png,African_172_34,enrolled,African_172,African,10.0,African_172,78.0
297,African_172/African_172_39.png,African_172_39,enrolled,African_172,African,21.0,African_172,
298,African_172/African_172_49.png,African_172_49,enrolled,African_172,African,23.0,African_172,
299,African_172/African_172_56.png,African_172_56,enrolled,African_172,African,18.0,African_172,66.0
300,African_172/African_172_9.png,African_172_9,enrolled,African_172,African,18.0,African_172,57.0
301,African_173/African_173_0.png,African_173_0,enrolled,African_173,African,10.0,African_173,19.0
302,African_173/African_173_1.png,African_173_1,enrolled,African_173,African,9.0,African_173,36.0
303,African_173/African_173_2.png,African_173_2,enrolled,African_173,African,10.0,African_173,
304,African_174/African_174_1.png,African_174_1,enrolled,African_174,African,20.0,African_174,
305,African_174/African_174_11.png,African_174_11,enrolled,African_174,African,7.0,African_174,67.0
306,African_174/African_174_3.png,African_174_3,enrolled,African_174,African,19.0,African_174,
307,African_174/African_174_5.png,African_174_5,enrolled,African_174,African,9.0,African_174,
308,African_174/African_174_8.png,African_174_8,enrolled,African_174,African,8.0,African_174,
309,African_175/African_175_15.png,African_175_15,enrolled,African_175,African,6.0,African_175,
310,African_175/African_175_23.png,African_175_23,enrolled,African_175,African,,,
311,African_175/African_175_38.png,African_175_38,enrolled,African_175,African,8.0,African_175,26.0
312,African_175/African_175_41.png,African_175_41,enrolled,African_175,African,8.0,African_175,
313,African_175/African_175_42.png,African_175_42,enrolled,African_175,African,,,
314,African_175/African_175_82.png,African_175_82,enrolled,African_175,African,9.0,African_175,
315,African_176/African_176_1.png,African_176_1,enrolled,African_176,African,,,
316,African_176/African_176_10.png,African_176_10,enrolled,African_176,African,,,
317,African_176/African_176_13.png,African_176_13,enrolled,African_176,African,,,
318,African_176/African_176_16.png,African_176_16,enrolled,African_176,African,17.0,African_176,34.0
319,African_176/African_176_2.png,African_176_2,enrolled,African_176,African,,,
320,African_176/African_176_4.png,African_176_4,enrolled,African_176,African,11.0,African_176,53.0
321,African_176/African_176_9.png,African_176_9,enrolled,African_176,African,11.0,African_176,
322,African_178/African_178_18.png,African_178_18,enrolled,African_178,African,10.0,African_178,52.0
323,African_178/African_178_39.png,African_178_39,enrolled,African_178,African,13.0,African_178,71.0
324,African_178/African_178_44.png,African_178_44,enrolled,African_178,African,15.0,African_178,63.0
325,African_178/African_178_50.png,African_178_50,enrolled,African_178,African,16.0,African_178,
326,African_178/African_178_64.png,African_178_64,enrolled,African_178,African,10.0,African_178,55.0
327,African_178/African_178_74.png,African_178_74,enrolled,African_178,African,8.0,African_178,
328,African_178/African_178_75.png,African_178_75,enrolled,African_178,African,18.0,African_178,
329,African_178/African_178_77.png,African_178_77,enrolled,African_178,African,13.0,African_178,33.0
330,African_178/African_178_84.png,African_178_84,enrolled,African_178,African,12.0,African_178,
331,African_18/African_18_0.png,African_18_0,enrolled,African_18,African,5.0,African_18,16.0
332,African_18/African_18_1.png,African_18_1,enrolled,African_18,African,5.0,African_18,30.0
333,African_18/African_18_2.png,African_18_2,enrolled,African_18,African,6.0,African_18,
334,African_180/African_180_0.png,African_180_0,enrolled,African_180,African,10.0,African_180,
335,African_180/African_180_18.png,African_180_18,enrolled,African_180,African,11.0,African_180,35.0
336,African_180/African_180_24.png,African_180_24,enrolled,African_180,African,,,
337,African_180/African_180_33.png,African_180_33,enrolled,African_180,African,11.0,African_180,44.0
338,African_180/African_180_47.png,African_180_47,enrolled,African_180,African,,,
339,African_180/African_180_7.png,African_180_7,enrolled,African_180,African,11.0,African_180,23.0
340,African_181/African_181_0.png,African_181_0,enrolled,African_181,African,3.0,African_181,
341,African_181/African_181_1.png,African_181_1,enrolled,African_181,African,,,
342,African_181/African_181_2.png,African_181_2,enrolled,African_181,African,6.0,African_181,16.0
